sinus,bradycardia,tachycardia,brady_episode,increased_hrv,tachy_episode,atrial_flutter,atrial_fibrillation,extrasystoles_bigminy,extrasystoles_frequent,extrasystoles_isolated,extrasystoles_trigeminy,extrasystoles_big_episode,extrasystoles_trig_episode,rhythm_type
0.7927428483963013,0.0104045737534761,0.012851744890213,0.0099791549146175,0.0463653802871704,0.0130379572510719,0.0121763432398438,0.0119948051869869,0.0110665839165449,0.0091806910932064,0.0372928641736507,0.0110293701291084,0.0107727348804473,0.011104960925877,regular
0.302839070558548,0.0095405494794249,0.0126396426931023,0.0100404554978013,0.5452505946159363,0.0127613805234432,0.0080736959353089,0.0064289183355867,0.0082429209724068,0.0101038869470357,0.0480746291577816,0.0081270299851894,0.0092954440042376,0.0085818162187933,regular
0.5698928833007812,0.0123716136440634,0.0139166787266731,0.0132517581805586,0.2283116728067398,0.0154887530952692,0.0106311412528157,0.0124749252572655,0.0119478199630975,0.0134151019155979,0.0627355575561523,0.0111648570746183,0.0127770956605672,0.0116202160716056,regular
0.8255817294120789,0.0109866959974169,0.0132144354283809,0.0124822864308953,0.0128361890092492,0.0112282205373048,0.0136245340108871,0.0100010493770241,0.0134087270125746,0.0102145476266741,0.0284946039319038,0.0133846951648592,0.0111720161512494,0.0133702335879206,regular
0.4423363506793976,0.0062350635416805,0.0076889442279934,0.0232873689383268,0.2712129354476929,0.1072671562433243,0.0062771970406174,0.0112010333687067,0.005996813531965,0.0114796133711934,0.0825051590800285,0.0084846122190356,0.0086472202092409,0.0073805483989417,regular
0.6927638649940491,0.0136333750560879,0.0169651973992586,0.0142100509256124,0.0173043943941593,0.0164945609867572,0.0132658667862415,0.0144116124138236,0.0153887039050459,0.0151459351181983,0.1289131194353104,0.0151507882401347,0.0122462185099721,0.0141063127666711,regular
0.508086621761322,0.0077852015383541,0.0099466517567634,0.0073042912408709,0.2851462662220001,0.0089372424408793,0.007998757995665,0.0074508567340672,0.0070213070139288,0.0097060138359665,0.1197704970836639,0.0074357651174068,0.0069205854088068,0.0064899148419499,regular
0.7743129134178162,0.0118274455890059,0.0174616370350122,0.0135162062942981,0.0455597676336765,0.0161707196384668,0.0134976049885153,0.0138135552406311,0.0127128707244992,0.0114617273211479,0.0323470495641231,0.0116078332066535,0.0111372722312808,0.0145734455436468,regular
0.828611433506012,0.0093090636655688,0.0123803364112973,0.0088184112682938,0.0156398750841617,0.0101867206394672,0.011746141128242,0.0110532781109213,0.0102282287552952,0.0078876409679651,0.0436765067279338,0.012133864685893,0.0075862444937229,0.0107422294095158,regular
0.7662355899810791,0.0132760172709822,0.0123982448130846,0.0145207652822136,0.0086249895393848,0.0129269761964678,0.0105639407411217,0.0108393719419837,0.0138826621696353,0.0119821745902299,0.0820181146264076,0.0128231374546885,0.0202454570680856,0.0096624782308936,regular
0.8040382266044617,0.010156150907278,0.0186043567955493,0.0107704866677522,0.0294931530952453,0.0115762343630194,0.0114089623093605,0.0132038537412881,0.0117190042510628,0.0082572782412171,0.0373033992946147,0.0111474059522151,0.0101868137717247,0.0121347280219197,regular
0.6552067399024963,0.0113677158951759,0.0118037797510623,0.010230578482151,0.0542063526809215,0.0186159834265708,0.010105132125318,0.0112560512498021,0.0140229249373078,0.015788696706295,0.1518164128065109,0.0137780178338289,0.0097924834117293,0.0120090711861848,regular
0.7281255722045898,0.0118671357631683,0.0120075140148401,0.0132210068404674,0.0744436383247375,0.0166310686618089,0.0118230236694216,0.0111658154055476,0.011221058666706,0.0178786925971508,0.0499947071075439,0.0163481067866087,0.0138039132580161,0.0114688016474247,regular
0.181939497590065,0.0102718733251094,0.0190040729939937,0.0144642256200313,0.0784089639782905,0.0208818260580301,0.010081510990858,0.0101819308474659,0.0152783878147602,0.0236507039517164,0.5781627893447876,0.0111809885129332,0.0153538463637232,0.0111394375562667,regular
0.4897750914096832,0.0107280546799302,0.0149446129798889,0.0120370322838425,0.0954558923840522,0.0124745033681392,0.0112289534881711,0.0124695431441068,0.0110428631305694,0.0331023745238781,0.254969596862793,0.0110777234658598,0.0179701708257198,0.0127236219123005,regular
0.1667581647634506,0.0129833929240703,0.0226804595440626,0.0361209139227867,0.1713347882032394,0.0525722615420818,0.0172748174518346,0.0196152590215206,0.0203349776566028,0.0402447134256362,0.3660430312156677,0.0186058692634105,0.0274550858885049,0.0279763042926788,regular
0.7265927791595459,0.0344899073243141,0.0100621301680803,0.0199756436049938,0.0108518404886126,0.0286183711141347,0.013176959939301,0.0080229416489601,0.0143736731261014,0.0080788442865014,0.0932092070579528,0.0148415518924593,0.0091982251033186,0.0085079651325941,regular
0.8163037300109863,0.0114931715652346,0.0161191653460264,0.0111809559166431,0.0148612670600414,0.0142839364707469,0.0111533189192414,0.012511440552771,0.0125873424112796,0.0098953256383538,0.0326649919152259,0.0120180752128362,0.0118804164230823,0.0130468038842082,regular
0.031803872436285,0.0082938866689801,0.0070820096880197,0.1191681772470474,0.214961439371109,0.0,0.0059559205546975,0.0144432494416832,0.0048556132242083,0.1265458613634109,0.3757668435573578,0.0106263682246208,0.0240268427878618,0.0564698949456214,regular
0.8194955587387085,0.0111964661628007,0.0142715461552143,0.0106759406626224,0.0223422273993492,0.0115879438817501,0.0121637135744094,0.0104122944176197,0.0114953862503171,0.0106202308088541,0.0294033046811819,0.0128045873716473,0.0107841584831476,0.0127467019483447,regular
0.8100211024284363,0.0112762823700904,0.0144324759021401,0.0129529163241386,0.0130019020289182,0.013304547406733,0.0153004331514239,0.0118679935112595,0.0134259015321731,0.0129280248656868,0.0326297506690025,0.0130750900134444,0.010820172727108,0.0149633567780256,regular
0.4310182929039001,0.0070953089743852,0.0075123873539268,0.0089918617159128,0.4132634699344635,0.0209240783005952,0.0106095112860202,0.0097449105232954,0.0063181114383041,0.0092633077874779,0.0497200451791286,0.0092730931937694,0.008017711341381,0.0082479892298579,regular
0.2695324718952179,0.0087397079914808,0.0129327094182372,0.0172875504940748,0.1040567234158516,0.05362069606781,0.0098170926794409,0.0128030469641089,0.0097837531939148,0.0239754673093557,0.4392200708389282,0.0108477994799614,0.0150545751675963,0.0123284552246332,regular
0.0464094020426273,0.0048166755586862,0.0058626346290111,0.0078299883753061,0.7282211780548096,0.0140470676124095,0.0043141827918589,0.004045620560646,0.0045292391441762,0.083056092262268,0.0854914411902427,0.0038317635189741,0.0045922612771391,0.0029524585697799,regular
0.6179745197296143,0.0079595167189836,0.010017080232501,0.0083447722718119,0.1434069126844406,0.0106432726606726,0.0083900094032287,0.0069255912676453,0.0087396521121263,0.0179895460605621,0.1357989609241486,0.0078750504180789,0.0076244450174272,0.008310661651194,regular
0.4942266643047333,0.0072040520608425,0.0076219514012336,0.0195063520222902,0.2441303879022598,0.0295472312718629,0.0092416852712631,0.0081059765070676,0.0072117918170988,0.0152590665966272,0.1272532194852829,0.0084046330302953,0.0130817899480462,0.0092051457613706,regular
0.7690548896789551,0.0106000751256942,0.0135276606306433,0.0104438308626413,0.0654748529195785,0.013092391192913,0.0099669890478253,0.0131311425939202,0.0119059775024652,0.011162880808115,0.0380851738154888,0.0105987805873155,0.0110700018703937,0.0118853971362114,regular
0.6940074563026428,0.0123066743835806,0.0113444048911333,0.0091974986717104,0.0828364640474319,0.0154437022283673,0.0101818582043051,0.0109248096123337,0.0102427182719111,0.0095583498477935,0.1002778708934784,0.0125634362921118,0.010789287276566,0.0103255240246653,regular
0.6198028326034546,0.011203677393496,0.0157628767192363,0.013327594846487,0.013434019871056,0.0202372130006551,0.0211262162774801,0.0140305990353226,0.011565176770091,0.0275907758623361,0.1877898424863815,0.0135084819048643,0.0138990599662065,0.016721649095416,regular
